"geometry"
"POINT(16.490935510114376 59.36835666193741)"
"POINT(15.130796037787139 59.24980717545845)"
"POINT(15.131917294880203 59.24903867961847)"
"POINT(15.134183519939896 59.2541541353405)"
"POINT(15.133043377786136 59.24948670233268)"
"POINT(15.136650465091558 59.25854346190073)"
"POINT(15.148934906520749 59.259105674735075)"
"POINT(15.143776201742511 59.253750024208244)"
"POINT(15.142286170866846 59.25366963694856)"
"POINT(15.130997086345957 59.25160932518175)"
"POINT(15.141842996261646 59.254751615781636)"
"POINT(15.142532225640977 59.25995143495194)"
"POINT(15.139074710438205 59.256175070236246)"
"POINT(15.147222310440396 59.257968893060585)"
"POINT(15.14123130371408 59.257437150224675)"
"POINT(15.139826723712295 59.25668941390899)"
"POINT(15.137264891171565 59.25478283263003)"
"POINT(15.14349096537905 59.25257964579468)"
"POINT(15.149376581447674 59.26152320894628)"
"POINT(15.14202395418408 59.25516769019432)"
"POINT(15.12931464275753 59.252847852561864)"
"POINT(15.136876397626448 59.25556227858701)"
"POINT(15.123384615552336 59.25555762430421)"
"POINT(15.136667456372242 59.254973362022724)"
"POINT(15.140918840499499 59.25504299648308)"
"POINT(15.141108516073196 59.25491000194394)"
"POINT(15.12481567810273 59.25049763156644)"
"POINT(15.137054749024715 59.25576838366393)"
"POINT(15.13992363416234 59.2546502274586)"
"POINT(15.147672570865613 59.256589870372274)"
"POINT(15.147089714536763 59.253860125344)"
"POINT(15.132993275153758 59.253420864920514)"
"POINT(15.137326731482366 59.258794893721)"
"POINT(15.126455618274887 59.25288031555685)"
"POINT(15.133313425590003 59.25553546471054)"
"POINT(15.12882495199828 59.25238305028731)"
"POINT(15.124111254437297 59.25089068515192)"
"POINT(15.126620288832422 59.253284143763565)"
"POINT(15.13656248707705 59.253442380024275)"
"POINT(15.141894248261396 59.25347682345048)"
"POINT(15.122270730791227 59.25611616773817)"
"POINT(15.145931453095235 59.25992584006124)"
"POINT(15.141969046667395 59.25732904946216)"
"POINT(15.124320495882548 59.24956357194761)"
"POINT(15.131665847247788 59.25586561028592)"
"POINT(15.131617369690609 59.25666916674178)"
"POINT(15.1478043083716 59.260010992575864)"
"POINT(15.137457640420122 59.25554831188596)"
"POINT(15.139177281768491 59.25744416407746)"
"POINT(15.125675792197647 59.252141794744)"
"POINT(15.140008923434292 59.2562524879256)"
"POINT(15.138782093195454 59.258380222296694)"
"POINT(15.130254388686565 59.25363919533578)"
"POINT(15.148423625273189 59.254524327365196)"
"POINT(15.144931211356926 59.26070637187176)"
"POINT(15.140147634881064 59.25663380542859)"
"POINT(15.143563998151826 59.254068005882175)"
"POINT(15.142037614106917 59.256432031144314)"
"POINT(15.135806891689418 59.25572244832457)"
"POINT(15.125054620256675 59.25519753041406)"
"POINT(15.13517983959732 59.25039154521838)"
"POINT(15.138519027973246 59.25053660764838)"
"POINT(15.148764186715482 59.25827601718639)"
"POINT(15.147156813905422 59.25487208282938)"
"POINT(15.134928555660707 59.25234927338665)"
"POINT(15.137683048263934 59.25685226001719)"
"POINT(15.143483549587737 59.25227351868124)"
"POINT(15.143650589616518 59.258319696805934)"
"POINT(15.139155531429616 59.2559905098825)"
"POINT(15.139991829661993 59.25676476797102)"
"POINT(15.133816882753905 59.25672997556772)"
"POINT(15.146775836082636 59.25980705914054)"
"POINT(15.143063842392372 59.25829253470574)"
"POINT(15.13632900765702 59.25737198713001)"
"POINT(15.132968303504777 59.2507903622438)"
"POINT(15.135622706413287 59.25203163627779)"
"POINT(15.142872444213896 59.255614913799995)"
"POINT(15.134073252408681 59.257609350219504)"
"POINT(15.14722943526382 59.25723682752877)"
"POINT(15.130394591272395 59.249312055997564)"
"POINT(15.147191668763483 59.25534113048736)"
"POINT(15.14703703719986 59.25473126769568)"
"POINT(15.124104443484455 59.25498115045516)"
"POINT(15.138645206820065 59.25493781148611)"
"POINT(15.136245711365596 59.257317383074096)"
"POINT(15.145343011409734 59.26063282738013)"
"POINT(15.143220106728956 59.25598536896754)"
"POINT(15.124604636321115 59.24819052572525)"
"POINT(15.134638275396771 59.25139909948697)"
"POINT(15.147503795287314 59.252592472805695)"
"POINT(15.124348510562028 59.25070040902635)"
"POINT(15.142009263136408 59.2557420512979)"
"POINT(15.142784571580968 59.256895560006456)"
"POINT(15.14107553405222 59.25786539175904)"
"POINT(15.135786836349034 59.25187462856778)"
"POINT(15.128172511893556 59.252789468838955)"
"POINT(15.13423141590001 59.25804372520906)"
"POINT(15.148800760900107 59.25529042592624)"
"POINT(15.140268125284768 59.25092102426596)"
"POINT(15.128552472042685 59.25699863473996)"
"POINT(15.12612764934119 59.256378357475874)"
"POINT(15.133855109316142 59.25769702365437)"
"POINT(15.148354256205604 59.25565828899824)"
"POINT(15.134494533291548 59.255407611192815)"
"POINT(15.12455563110064 59.255454386671076)"
"POINT(15.146491450175615 59.253463240958425)"
"POINT(15.14203007180915 59.25485132985162)"
"POINT(15.1284486747064 59.25306623877142)"
"POINT(15.144057978042701 59.254877532523516)"
"POINT(15.129513841467462 59.251134114827266)"
"POINT(15.128538020767943 59.25015954967385)"
"POINT(15.12610752190465 59.24896906386786)"
"POINT(15.132273307289163 59.256359889383965)"
"POINT(15.132466137692182 59.25280846171808)"
"POINT(15.141098148215553 59.25615728301232)"
"POINT(15.12840878208795 59.256051603274095)"
"POINT(15.133081047599049 59.25681867515874)"
"POINT(15.129056430425578 59.254094002714275)"
"POINT(15.125604766173248 59.247530318646625)"
"POINT(15.134166848285586 59.256762950701734)"
"POINT(15.142695175617103 59.25173189576173)"
"POINT(15.126105650957163 59.2549793538785)"
"POINT(15.148572820356955 59.25405965942058)"
"POINT(15.148283652987711 59.25349014885446)"
"POINT(15.135242267687714 59.24942251891022)"
"POINT(15.125709187121414 59.25453996573779)"
"POINT(15.135844605870817 59.25821716890355)"
"POINT(15.140620368010728 59.255063251051844)"
"POINT(15.125698115009063 59.24899434187351)"
"POINT(15.131031695952846 59.24984855953687)"
"POINT(15.142567570399526 59.2592583998595)"
"POINT(15.145491479945003 59.253895132333)"
"POINT(15.128892038481013 59.25086517172371)"
"POINT(15.136023281013708 59.2568018848143)"
"POINT(15.131668687989944 59.2518670660155)"
"POINT(15.136723411906175 59.25350999045577)"
"POINT(15.12312230467945 59.252230477475926)"
"POINT(15.124500628270836 59.25337030514235)"
"POINT(15.135723380152296 59.25192899982632)"
"POINT(15.139877343236796 59.25178562557784)"
"POINT(15.126991829412312 59.25017538853151)"
"POINT(15.144645595360801 59.25952231687069)"
"POINT(15.136987422514807 59.25264942125001)"
"POINT(15.128644817204234 59.25669744705486)"
"POINT(15.123697617741822 59.25534708756146)"
"POINT(15.139352991421212 59.25265702770084)"
"POINT(15.129681802745216 59.24919117436927)"
"POINT(15.130880958661088 59.2544275261459)"
"POINT(15.124815168088787 59.25443099899881)"
"POINT(15.137954118487741 59.25109025134247)"
"POINT(15.136709785565653 59.25528202107794)"
"POINT(15.133799676561102 59.2555625360174)"
"POINT(15.144283105310373 59.257620036712524)"
"POINT(15.128566394550385 59.252695744259874)"
"POINT(15.128557517552592 59.25677508074913)"
"POINT(15.135944745061886 59.25735807281251)"
"POINT(15.130768466044495 59.248361995399996)"
"POINT(15.1311896544247 59.25401913588414)"
"POINT(15.141453008413736 59.25194066762621)"
"POINT(15.127879561197739 59.25602940788113)"
"POINT(15.143634244336775 59.25301917807659)"
"POINT(15.12973181036428 59.25024438065114)"
"POINT(15.12751724187808 59.249442151975565)"
"POINT(15.144617754340722 59.2590892660466)"
"POINT(15.127590175664022 59.25609632061729)"
"POINT(15.14321020221458 59.25737782417104)"
"POINT(15.122982061262224 59.25613197026155)"
"POINT(15.141984515329833 59.25678938622156)"
"POINT(15.149282740469413 59.25603591408299)"
"POINT(15.134687354579883 59.25649521366926)"
"POINT(15.130371751718187 59.251496040367826)"
"POINT(15.128731831971013 59.25275955331681)"
"POINT(15.132751870932056 59.25614364416049)"
"POINT(15.138816761182872 59.25669300448733)"
"POINT(15.134876866063617 59.25171226158678)"
"POINT(15.1219640103391 59.25321390764422)"
"POINT(15.144653695189977 59.251206820464446)"
"POINT(15.146702612327728 59.25934982304652)"
"POINT(15.133519346175433 59.25459930770507)"
"POINT(15.13023752365889 59.257785428306285)"
"POINT(15.126315820633629 59.25643176134186)"
"POINT(15.134083169775316 59.25246622710276)"
"POINT(15.137948260884178 59.25381414112035)"
"POINT(15.136009603873694 59.257110734226195)"
"POINT(15.134399405615977 59.25856053543115)"
"POINT(15.139915315768054 59.2562900462094)"
"POINT(15.133416505276431 59.252118739468486)"
"POINT(15.134014649601939 59.25829755555647)"
"POINT(15.133428251639492 59.25808331315164)"
"POINT(15.142987039316738 59.257642486913134)"
"POINT(15.127569255625634 59.250476361438245)"
"POINT(15.135997396387376 59.25509814098635)"
"POINT(15.130724513937611 59.257955475533265)"
"POINT(15.139234082943842 59.25709971964005)"
"POINT(15.132436887216649 59.25268085426853)"
"POINT(15.133334330954751 59.25016120413235)"
"POINT(15.142896930922236 59.25985302540229)"
"POINT(15.130244624761378 59.250549937802184)"
"POINT(15.12486134733303 59.25110466320276)"
"POINT(15.143130162207466 59.25532020776534)"
"POINT(15.134767083641242 59.25166835946841)"
"POINT(15.13773850633343 59.253304377799026)"
"POINT(15.136178427085223 59.25656974554898)"
"POINT(15.132388521587377 59.25021072587928)"
"POINT(15.138839997875747 59.255558750082535)"
"POINT(15.126342315759192 59.25439792844459)"
"POINT(15.136318803582178 59.25691203946511)"
"POINT(15.1355996175855 59.25714595204673)"
"POINT(15.138752406392332 59.25907760525899)"
"POINT(15.141418564678577 59.25359475288448)"
"POINT(15.14094724123078 59.25295826335738)"
"POINT(15.124446241073459 59.2565986509545)"
"POINT(15.141953450108282 59.25487515727412)"
"POINT(15.13068827116297 59.25501501458645)"
"POINT(15.144920079679453 59.25732206392063)"
"POINT(15.122740272130269 59.25187874020651)"
"POINT(15.140190710287937 59.25588874701229)"
"POINT(15.129180276997225 59.25253218281394)"
"POINT(15.137098558500808 59.251671747631804)"
"POINT(15.1486348938409 59.25377407992482)"
"POINT(15.139266706336059 59.252049380447865)"
"POINT(15.125462739572558 59.25600796100804)"
"POINT(15.132871669538861 59.255942971200525)"
"POINT(15.133727447679455 59.2564354563992)"
"POINT(15.148252992313129 59.257670991228615)"
"POINT(15.12461238282195 59.248694444850386)"
"POINT(15.132545972677592 59.257118788282796)"
"POINT(15.148736801159798 59.25882291668407)"
"POINT(15.125615088568038 59.25380683761905)"
"POINT(15.127182100262901 59.254415452609116)"
"POINT(15.134076721535472 59.25008175297086)"
"POINT(15.126442125387609 59.24872214717199)"
"POINT(15.142783874018605 59.25405677049939)"
"POINT(15.145103383325386 59.25505150455752)"
"POINT(15.132088901588418 59.25316480952692)"
"POINT(15.13869205881836 59.25827034442123)"
"POINT(15.132464473836901 59.25369589426495)"
"POINT(15.129209791978152 59.25150549470886)"
"POINT(15.136340576966413 59.25139237725366)"
"POINT(15.13027642441141 59.257610646709836)"
"POINT(15.136758367104694 59.25664187567868)"
"POINT(15.142897750528395 59.25409076384992)"
"POINT(15.146154528117345 59.25694570454185)"
"POINT(15.139700323350313 59.258556017588866)"
"POINT(15.144658407559971 59.25174670761305)"
"POINT(15.14942907736123 59.25552582934197)"
"POINT(15.13778480049077 59.257182689997386)"
"POINT(15.13729273108012 59.25276284594403)"
"POINT(15.124821191065124 59.25587671125473)"
"POINT(15.134168526827853 59.25419873933237)"
"POINT(15.124493094908972 59.25335449877085)"
"POINT(15.128337271444455 59.2558883481082)"
"POINT(15.136126111283966 59.250303921398626)"
"POINT(15.123813853051935 59.2528315580723)"
"POINT(15.141720265340789 59.25432215633216)"
"POINT(15.126607551318143 59.257101393251354)"
"POINT(15.131105460713732 59.25288050405784)"
"POINT(15.136835673981533 59.249470058517)"
"POINT(15.142448063107777 59.25563653953425)"
"POINT(15.122663704740726 59.253535827770975)"
"POINT(15.139447496362674 59.25775659959064)"
"POINT(15.136712534100777 59.252527547132146)"
"POINT(15.138136556537978 59.25831324589946)"
"POINT(15.148962199832651 59.25968703638231)"
"POINT(15.13902249611758 59.25250833079489)"
"POINT(15.144435219331353 59.259448619729866)"
"POINT(15.136957957942718 59.25044887283302)"
"POINT(15.139498504821248 59.25531214614903)"
"POINT(15.136780598696552 59.250759922343654)"
"POINT(15.147557068848519 59.25835834356136)"
"POINT(15.143997047727796 59.25251584802525)"
"POINT(15.14396447760854 59.251403916526826)"
"POINT(15.129536053069364 59.25413163314416)"
"POINT(15.147689663131258 59.25975803672805)"
"POINT(15.121663652092376 59.25556532409137)"
"POINT(15.137107800271982 59.25638104927107)"
"POINT(15.125814818446225 59.25133214601893)"
"POINT(15.144037518665066 59.2519273077328)"
"POINT(15.135201674043737 59.250891341035256)"
"POINT(15.130005639839181 59.24830045382774)"
"POINT(15.139673883661295 59.25919854587794)"
"POINT(15.129726216356378 59.250187757990034)"
"POINT(15.144697630198518 59.25311887362988)"
"POINT(15.137861386899845 59.25413493216217)"
"POINT(15.145158955399948 59.256010102975246)"
"POINT(15.126377384775413 59.251329204346604)"
"POINT(15.136788934891774 59.250516011636044)"
"POINT(15.212713465853602 59.254583330181475)"
"POINT(15.216866219282654 59.254869468719015)"
"POINT(15.211002366209488 59.25198361539999)"
"POINT(15.220511302614861 59.255701676126385)"
"POINT(15.216918421217793 59.25269652129243)"
"POINT(15.21292396282871 59.25698864549503)"
"POINT(15.204811389444767 59.25044613471675)"
"POINT(15.20461521387168 59.25130560658866)"
"POINT(15.21871062269568 59.25093844660037)"
"POINT(15.217093634971215 59.253577232452514)"
"POINT(15.214947882779613 59.250694194570514)"
"POINT(15.217167391148612 59.251138362125474)"
"POINT(15.216141975668618 59.25503697329499)"
"POINT(15.223704145825877 59.251704217349285)"
"POINT(15.203757766746373 59.2507652859601)"
"POINT(15.218757319288795 59.251773325931026)"
"POINT(15.217922239804038 59.25264511236403)"
"POINT(15.213281420047146 59.25504011878554)"
"POINT(15.221035216775324 59.25367705204855)"
"POINT(15.207439171129296 59.254599187972985)"
"POINT(15.211885682456378 59.25485422220752)"
"POINT(15.220293255357106 59.25180280335911)"
"POINT(15.208779754950767 59.25386917809489)"
"POINT(15.219913974641246 59.252916323214855)"
"POINT(15.207063164518555 59.25457639848763)"
"POINT(15.205013408516693 59.252551900076696)"
"POINT(15.210344772950075 59.253799361626875)"
"POINT(15.208936194149885 59.256382323106955)"
"POINT(15.217344032610313 59.251146414918445)"
"POINT(15.2211240936022 59.25460361627925)"
"POINT(15.21064002244454 59.254098488720466)"
"POINT(15.208074797706267 59.256449315079266)"
"POINT(15.206584010313271 59.25410597724744)"
"POINT(15.214833764470132 59.254561968834935)"
"POINT(15.217467406324143 59.255678293221784)"
"POINT(15.220462249564168 59.255061387226995)"
"POINT(15.205908091494495 59.25295690500755)"
"POINT(15.206560556540383 59.25048085546528)"
"POINT(15.214298689227835 59.25200271378134)"
"POINT(15.210816020090014 59.251910517041615)"
"POINT(15.211014114336239 59.256668725435176)"
"POINT(15.219306415112147 59.254071696943164)"
"POINT(15.220489928629085 59.25582773371963)"
"POINT(15.218700807986512 59.25353986974604)"
"POINT(15.219706392807396 59.25380025599282)"
"POINT(15.2056269127676 59.2531071937961)"
"POINT(15.207106661261372 59.253610570159196)"
"POINT(15.216918478124311 59.25160139992811)"
"POINT(15.213878563127981 59.256719183457335)"
"POINT(15.213709659779868 59.251882186991885)"
"POINT(15.206693576705224 59.25426756116179)"
"POINT(15.212540392188538 59.25544046617128)"
"POINT(15.21318686955661 59.25534563972999)"
"POINT(15.212926489216514 59.253349450997355)"
"POINT(15.218511264217426 59.25271826834617)"
"POINT(15.207784145908642 59.25148717894774)"
"POINT(15.210575730436856 59.25234060892046)"
"POINT(15.218727076903328 59.25310201251491)"
"POINT(15.22048059054979 59.25442903686909)"
"POINT(15.2178058490788 59.25340274344896)"
"POINT(15.211152646676668 59.25645495343078)"
"POINT(15.209246870955747 59.251208932736056)"
"POINT(15.209802560991752 59.254264075310786)"
"POINT(15.216813546915384 59.2525712421417)"
"POINT(15.20692981584793 59.25425542351961)"
"POINT(15.212049272972573 59.25300044259725)"
"POINT(15.219111800783644 59.25490677064659)"
"POINT(15.214169292445032 59.25570899670574)"
"POINT(15.215178831899253 59.25662495696651)"
"POINT(15.217583379238727 59.25191765838699)"
"POINT(15.208245801886068 59.25359080116683)"
"POINT(15.220269969757721 59.25386225958435)"
"POINT(15.214256365216338 59.25190871980584)"
"POINT(15.212329784978355 59.25192818035373)"
"POINT(15.213726122743209 59.25137332324187)"
"POINT(15.21416769912925 59.25382239761658)"
"POINT(15.219935496794443 59.252548359039835)"
"POINT(15.21434490477205 59.25609806509413)"
"POINT(15.217377215134928 59.250755988200844)"
"POINT(15.20747247683693 59.254969310897806)"
"POINT(15.218219618940626 59.25602576284575)"
"POINT(15.216934244740168 59.25216360998049)"
"POINT(15.21248022048292 59.25561416715154)"
"POINT(15.212416948773923 59.251074797159774)"
"POINT(15.213220005952664 59.25382362705509)"
"POINT(15.20994204596629 59.252977368054886)"
"POINT(15.20896603591995 59.25719885384287)"
"POINT(15.213498812987309 59.25691518206632)"
"POINT(15.223284873285783 59.25220566511744)"
"POINT(15.219866836806023 59.252641678265846)"
"POINT(15.220538990660755 59.250805875518864)"
"POINT(15.214352961311493 59.25363001074863)"
"POINT(15.208473917051451 59.25665251973093)"
"POINT(15.216880839220032 59.25432844170295)"
"POINT(15.219633673292773 59.252172205642005)"
"POINT(15.218860274301273 59.255623307628404)"
"POINT(15.214402695308946 59.2546279657501)"
"POINT(15.222607811020977 59.2518307112659)"
"POINT(15.21410432751813 59.256258810162784)"
"POINT(15.209065679755858 59.25206765814338)"
"POINT(15.217387453537757 59.25521986689508)"
"POINT(15.216783918525625 59.254217999167736)"
"POINT(15.212454917966456 59.25461971233055)"
"POINT(15.220361085130998 59.25149085023522)"
"POINT(15.21609805209764 59.256217362176905)"
"POINT(15.206609380386741 59.25174858836461)"
"POINT(15.222287217045874 59.251070089822875)"
"POINT(15.210027612589112 59.255895184526175)"
"POINT(15.222248839349648 59.251827430551664)"
"POINT(15.220846952134336 59.25483735184055)"
"POINT(15.213343666130944 59.25445314713194)"
"POINT(15.212304337362825 59.253916892501096)"
"POINT(15.220020751402824 59.25297098490323)"
"POINT(15.220491555637762 59.2544578495514)"
"POINT(15.213135971422778 59.25599997527828)"
"POINT(15.207629279385014 59.256181769137605)"
"POINT(15.207171691297003 59.254770309198136)"
"POINT(15.215175408981404 59.25462126474316)"
"POINT(15.211931018948144 59.25566144011581)"
"POINT(15.217156389998038 59.25128310456496)"
"POINT(15.20942074093639 59.25364692062055)"
"POINT(15.218004254078028 59.25241549529083)"
"POINT(15.218533741226631 59.255260886206464)"
"POINT(15.212341747609162 59.254322567412736)"
"POINT(15.207628430460234 59.250732028144114)"
"POINT(15.212295996621286 59.251860414776665)"
"POINT(15.215242357213953 59.25469508593454)"
"POINT(15.21721842862548 59.253159635156734)"
"POINT(15.209056989750689 59.254144660495385)"
"POINT(15.212999099223623 59.25461996344348)"
"POINT(15.221447163361157 59.252096777191134)"
"POINT(15.210527056559746 59.25253704692338)"
"POINT(15.20962040964226 59.257729025842224)"
"POINT(15.204968492402568 59.250824207295274)"
"POINT(15.217878782726173 59.254140641922824)"
"POINT(15.215245022047789 59.25410464372862)"
"POINT(15.213601842691604 59.25352604090921)"
"POINT(15.215441154612046 59.256323140466854)"
"POINT(15.206494534874679 59.251548820909235)"
"POINT(15.221875467020539 59.25109028270037)"
"POINT(15.204615928665216 59.2507698973629)"
"POINT(15.214510527876648 59.25582232350241)"
"POINT(15.221501539894321 59.254145559388945)"
"POINT(15.216172630392862 59.25167736934079)"
"POINT(15.2095049531913 59.25231294226425)"
"POINT(15.214092910200138 59.251421239493745)"
"POINT(15.212384916500719 59.25186297953122)"
"POINT(15.217754906461117 59.25453316336627)"
"POINT(15.217574221425457 59.25562040566071)"
"POINT(15.206619117181406 59.25067647499386)"
"POINT(15.213530028967293 59.25479793727905)"
"POINT(15.20789367919708 59.25422159814388)"
"POINT(15.208679306219503 59.25406815332674)"
"POINT(15.206964758400611 59.25482801119726)"
"POINT(15.212604896087754 59.255856102945664)"
"POINT(15.208116214133206 59.25082778315632)"
"POINT(15.205836461358881 59.25115818786376)"
"POINT(15.217236549629702 59.25129540235582)"
"POINT(15.206282518502794 59.252697236735145)"
"POINT(15.208027618502824 59.25319861552405)"
"POINT(15.2145800955597 59.25123885083344)"
"POINT(15.20982592050584 59.25489615182007)"
"POINT(15.209174516440145 59.253252311909854)"
"POINT(15.211368690969623 59.25347569026868)"
"POINT(15.216497974528078 59.25613714951097)"
"POINT(15.204347148061533 59.250921633411984)"
"POINT(15.220602575179242 59.252480796321706)"
"POINT(15.216451134999392 59.254014670753996)"
"POINT(15.220411755223012 59.250802658459094)"
"POINT(15.220887214480571 59.25401665752482)"
"POINT(15.214977354582413 59.25618538550888)"
"POINT(15.210546534243862 59.25722484785361)"
"POINT(15.22344384970354 59.25132836629096)"
"POINT(15.208635685703621 59.25230328153608)"
"POINT(15.21883211025509 59.25554972062443)"
"POINT(15.217372188483633 59.253884227667214)"
"POINT(15.21989686809995 59.2524608293794)"
"POINT(15.222272342540426 59.25306419491694)"
"POINT(15.214697582999506 59.25606842371558)"
"POINT(15.208110692669818 59.25678033041533)"
"POINT(15.209558990483206 59.25408769567496)"
"POINT(15.223264854816314 59.251020662927964)"
"POINT(15.211018981623806 59.25203708668881)"
"POINT(15.220065522150062 59.25377006857115)"
"POINT(15.216104393995767 59.252172000082616)"
"POINT(15.212791621748263 59.25271704918952)"
"POINT(15.214452410534566 59.25421225192681)"
"POINT(15.20858514290292 59.25124447043257)"
"POINT(15.214192726828779 59.25182787843321)"
"POINT(15.213523623632396 59.25134794197138)"
"POINT(15.219943195088218 59.25356399182352)"
"POINT(15.209569313578639 59.251454001067806)"
"POINT(15.204845400341286 59.25154824742534)"
"POINT(15.218699763878393 59.253724260127775)"
"POINT(15.213031213020704 59.25344441905044)"
"POINT(15.216453978878906 59.256299780232844)"
"POINT(15.210062129212833 59.25066570514361)"
"POINT(15.209969417988686 59.25338714316844)"
"POINT(15.223679027542136 59.25098290639217)"
"POINT(15.217451353519301 59.25608261271865)"
"POINT(15.214467663131225 59.252709686294466)"
"POINT(15.207156477385444 59.253125529390886)"
"POINT(15.220411087869826 59.252533725551146)"
"POINT(15.213183767893483 59.25598689994901)"
"POINT(15.216426053757475 59.25358792849665)"
"POINT(15.206868127854108 59.25397837540854)"
"POINT(15.212471455457418 59.256984055007905)"
"POINT(15.210239345932424 59.25725839843029)"
"POINT(15.221689458527525 59.25197795368519)"
"POINT(15.21270834309894 59.25583509420672)"
"POINT(15.219289682307659 59.25541943335727)"
"POINT(15.212401277757635 59.251343019328175)"
"POINT(15.219563058651792 59.25183716577613)"
"POINT(15.211715427266025 59.253451653799964)"
"POINT(15.211673154096607 59.254579667099854)"
"POINT(15.214416654818004 59.25268962726599)"
"POINT(15.216416268724018 59.25401352925066)"
"POINT(15.217676225548686 59.25268714850137)"
"POINT(15.20885801005426 59.257230735722345)"
"POINT(15.204452390333605 59.251813312310034)"
"POINT(15.223859725294231 59.25129246018369)"
"POINT(15.218249860253783 59.25328082382419)"
"POINT(15.213487897028317 59.25674269484669)"
"POINT(15.21045751388828 59.2539448585397)"
"POINT(15.21251334063471 59.251992224219336)"
"POINT(15.208688386313149 59.25076248817485)"
"POINT(15.219037515332392 59.25278477070028)"
"POINT(15.207941625423949 59.251852811290824)"
"POINT(15.216401769914333 59.25411917205723)"
"POINT(15.21797343291515 59.25457061231417)"
"POINT(15.220678708869526 59.25567018601204)"
"POINT(15.207785140427143 59.25081690074031)"
"POINT(15.209179535931636 59.25580509554119)"
"POINT(15.215481448400258 59.25176438046897)"
"POINT(15.211386900557214 59.25465422013049)"
"POINT(15.221325586054546 59.25095148156265)"
"POINT(15.211361362018826 59.25476069250168)"
"POINT(15.218306318333152 59.25597144069885)"
"POINT(15.212875617870235 59.255734669770845)"
"POINT(15.208761792452316 59.25541052768383)"
"POINT(15.222496130095617 59.253477978794386)"
"POINT(15.208771427469836 59.255157495404035)"
"POINT(15.216768294480687 59.256019335219534)"
"POINT(15.22048225136524 59.25097650955027)"
"POINT(15.217546251251838 59.25611624884186)"
"POINT(15.213724030335726 59.251111626328175)"
"POINT(15.220153565908143 59.250954307081074)"
"POINT(15.20835749198614 59.25524938496843)"
"POINT(15.20699892745562 59.253531806563394)"
"POINT(15.205114014869228 59.251721187689014)"
"POINT(15.214951870855533 59.254270309538164)"
"POINT(15.219444002498266 59.2525247597994)"
"POINT(15.211258800395264 59.25671144409466)"
"POINT(15.22143838807373 59.25355384897347)"
"POINT(15.214248668262856 59.254460941071834)"
"POINT(15.21610874732797 59.251152572983294)"
"POINT(15.210407214700762 59.25120746251476)"
"POINT(15.215074747393246 59.254044963101016)"
"POINT(15.204168261880456 59.251546131420625)"
"POINT(15.21413361264945 59.25462809183567)"
"POINT(15.218342183499143 59.25290147684277)"
"POINT(15.212553328718649 59.255538005757245)"
"POINT(15.223459541324255 59.25168760511093)"
"POINT(15.209141902475753 59.25783733330947)"
"POINT(15.214323507557893 59.25187548562642)"
"POINT(15.209734234917919 59.255747009832625)"
"POINT(15.223269577651422 59.252171342895856)"
"POINT(15.208736429471207 59.25426410427733)"
"POINT(15.214288355406465 59.25190543594318)"
"POINT(15.207886407812376 59.25231736677897)"
"POINT(15.219828256347261 59.25118030132792)"
"POINT(15.214587461893455 59.255894632413955)"
"POINT(15.211871920048544 59.25395836882222)"
"POINT(15.216003519510625 59.253632418272275)"
"POINT(15.220328825198639 59.25496476633371)"
"POINT(15.222717853228152 59.25333033109187)"
"POINT(15.209606939930516 59.255582212320235)"
"POINT(15.206666894759636 59.25236896873559)"
"POINT(15.21172451641457 59.25288000395331)"
"POINT(15.212644108066673 59.25687224711324)"
"POINT(15.213975278506917 59.253377294134694)"
"POINT(15.213817570536849 59.25307982332548)"
"POINT(15.209634528719265 59.25626489209278)"
"POINT(15.208768090857347 59.25117407624773)"
"POINT(15.213320347599407 59.25393773130239)"
"POINT(15.209795271235379 59.25688482215776)"
"POINT(15.213162021823164 59.256778960488745)"
"POINT(15.217095170954074 59.25595096621039)"
"POINT(15.210545444404561 59.256987096693535)"
"POINT(15.213202451460349 59.252863771813196)"
"POINT(15.223085127543175 59.25185359793305)"
"POINT(15.211802190925152 59.25489989259476)"
"POINT(15.217036919781211 59.25386892735868)"
"POINT(15.208488930422577 59.25632219155102)"
"POINT(15.219229965953218 59.25564048030472)"
"POINT(15.210653003242355 59.25055679128425)"
"POINT(15.208842637143459 59.253756809224825)"
"POINT(15.210807993061168 59.252224014418374)"
"POINT(15.216807782891584 59.256159753500214)"
"POINT(15.208882378074712 59.256761780597294)"
"POINT(15.245475481309947 59.292358696689384)"
"POINT(15.244363622653923 59.29341394488173)"
"POINT(15.239805852244887 59.2950093619267)"
"POINT(15.245678905378032 59.2904214035353)"
"POINT(15.244812879087858 59.294472465825706)"
"POINT(15.249176840766626 59.29525444509216)"
"POINT(15.244806172137514 59.29164322455738)"
"POINT(15.246499032143172 59.2948477923274)"
"POINT(15.241389349188026 59.29521161772125)"
"POINT(15.244982426017337 59.29496824476256)"
"POINT(15.243110514090873 59.29023908156781)"
"POINT(15.243871850484364 59.28967279086668)"
"POINT(15.246290027982905 59.29277513445623)"
"POINT(15.245678642240664 59.29216241911537)"
"POINT(15.24629280211795 59.292619866861315)"
"POINT(15.243155673767221 59.295087284975715)"
"POINT(15.246806026727555 59.295117336752234)"
"POINT(15.244355142910617 59.29278589318772)"
"POINT(15.241600275173658 59.292572070228665)"
"POINT(15.244944106971015 59.294599415204395)"
"POINT(15.240345885967146 59.290999293803694)"
